,timestamp,tweet_id,text,hashtags,links,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,user_id,username,screen_name,user_location,followers_count,friends_count,user_creation,favourites_count,coordinates,country,retweets,retweeted,lang,company
66,Fri May 22 23:08:44 +0000 2020,1263970078023966726,"Delta / Air France: New York – Bangalore, India. $667. Roundtrip, including all Taxes #flightdeals https://t.co/6J3hxx6eN6","[{'text': 'flightdeals', 'indices': [86, 98]}]",http://bestvacationplaces.info/delta-air-france-new-york-bangalore-india-667-roundtrip-including-all-taxes-flightdeals/,,,,979411041766457344,Best Vacation Places,bestvacplace,,168,27,Thu Mar 29 17:32:43 +0000 2018,1,,,0,False,en,Air France
67,Fri May 22 23:03:25 +0000 2020,1263968739923562496,I love when Jon takes me on the god damn Tour de France through bel air on my one speed beach cruiser Christ,[],,,,,787327625760874498,Cidney Gray,CidneyGray,"Bel Air North, MD",460,409,Sat Oct 15 16:21:48 +0000 2016,13606,,,0,False,en,Air France
68,Fri May 22 22:59:16 +0000 2020,1263967694401003520,"Delta / Air France: New York – Bangalore, India. $667. Roundtrip, including all Taxes https://t.co/sTaTBCgoRN A goo… https://t.co/RnlMLZ5tNJ",[],https://ift.tt/2ZA1pUB,,,,3158277781,theflightdealrss,flightdealrss,,81,0,Wed Apr 15 21:49:29 +0000 2015,0,,,0,False,en,Air France
69,Fri May 22 22:54:53 +0000 2020,1263966591932420106,@guitarviator @LFredenhall @GrinningNumpty @starree @DeMelaatse @TheRickWilson @fmbutt We used the Air France accid… https://t.co/Rzmmc92VU2,[],https://twitter.com/i/web/status/1263966591932420106,1263966468858929154,25370185,guitarviator,83952838,AV8,AV8intheblue,,3639,1364,Tue Oct 20 23:33:45 +0000 2009,84694,,,0,False,en,Air France
70,Fri May 22 22:45:44 +0000 2020,1263964287871135747,@guitarviator @GrinningNumpty @starree @DeMelaatse @LFredenhall @TheRickWilson @fmbutt That would make sense to me.… https://t.co/WYyHFZvDfj,[],https://twitter.com/i/web/status/1263964287871135747,1263963663955898368,25370185,guitarviator,83952838,AV8,AV8intheblue,,3639,1364,Tue Oct 20 23:33:45 +0000 2009,84694,,,0,False,en,Air France
71,Fri May 22 22:45:28 +0000 2020,1263964221991260160,@AV8intheblue @GrinningNumpty @starree @DeMelaatse @LFredenhall @TheRickWilson @fmbutt Sorry that was Air France 447. An A330.,[],,1263963663955898368,25370185,guitarviator,25370185,"Neil ""SHELTERED IN PLACE"" Laferty",guitarviator,Chicago/Miami,2998,985,Thu Mar 19 19:50:18 +0000 2009,172235,,,0,False,en,Air France
72,Fri May 22 22:43:51 +0000 2020,1263963816108400640,"Delta / Air France: New York – Bangalore, India. $667. Roundtrip, including all Taxes",[],,,,,808442409365475331,The Passport Click,theclickflydeal,Worldwide,968,27,Mon Dec 12 22:44:25 +0000 2016,0,,,0,False,en,Air France
73,Fri May 22 22:43:32 +0000 2020,1263963736622039040,"Delta / Air France: New York – Bangalore, India. $667. Roundtrip, including all Taxes https://t.co/rx8zpVzQIc https://t.co/ISxA1Dt1sI",[],http://dlvr.it/RXBHgM,,,,1063544448104189952,Alone Together,imalonetogether,,31,19,Fri Nov 16 21:28:50 +0000 2018,0,,,0,False,en,Air France
74,Fri May 22 22:43:15 +0000 2020,1263963663955898368,@AV8intheblue @GrinningNumpty @starree @DeMelaatse @LFredenhall @TheRickWilson @fmbutt Air France 440 kinda pancake… https://t.co/mD9YDfmk68,[],https://twitter.com/i/web/status/1263963663955898368,1263963400285102082,83952838,AV8intheblue,25370185,"Neil ""SHELTERED IN PLACE"" Laferty",guitarviator,Chicago/Miami,2998,985,Thu Mar 19 19:50:18 +0000 2009,172235,,,1,False,en,Air France
75,Fri May 22 22:40:05 +0000 2020,1263962867113644037,"#Airfare Deal: [Delta / Air France] New York - Bangalore, India. $667 roundtrip. Details: https://t.co/L3IAZ0rXHM… https://t.co/z7ZobzMknz","[{'text': 'Airfare', 'indices': [0, 8]}]",http://ow.ly/hLzT50zOe6o,,,,352093320,The Flight Deal,TheFlightDeal,"New York, NY",231676,68,Wed Aug 10 04:08:45 +0000 2011,30,,,0,False,en,Air France
76,Fri May 22 22:30:10 +0000 2020,1263960371141971970,"@whenIsayrunruun Be persistent. I'm currently ""at war"" with Air France and Ryan Air, both have repeatedly offered m… https://t.co/pEHcDFmsjG",[],https://twitter.com/i/web/status/1263960371141971970,1263948667658162176,323392371,whenIsayrunruun,27466695,Clueing for looks,KatjaSherlocked,"Hamburg, Germany",598,620,Sun Mar 29 17:46:05 +0000 2009,25230,,,1,False,en,Air France
77,Fri May 22 22:25:25 +0000 2020,1263959178227351553,"23 May 1909. The world’s first official aerodrome, Port-Aviation, was opened outside Paris at Viry-Châtillon, Franc… https://t.co/euNQV36W68",[],https://twitter.com/i/web/status/1263959178227351553,,,,3195245890,Ron Eisele,ron_eisele,"Eastbourne, Sussex, England",19249,483,Wed Apr 22 16:06:46 +0000 2015,50603,,,4,False,en,Air France
78,Fri May 22 22:23:10 +0000 2020,1263958609043566592,"Cameroon's Embassy in France has announced to the Cameroonian diaspora as well as other nationals, that Air France… https://t.co/iVacpLnrQm",[],https://twitter.com/i/web/status/1263958609043566592,,,,1246870526359977987,Daily Echoes,dailyechoes237,,73,60,Sun Apr 05 18:41:34 +0000 2020,595,,,0,False,en,Air France
79,Fri May 22 22:20:47 +0000 2020,1263958010419912704,The metal strip found on the Paris Charles de Gaulle airport runway which caused a tyre explosion leading to the cr… https://t.co/5JG2sGs6jD,[],https://twitter.com/i/web/status/1263958010419912704,,,,1259363729663234053,TitanTron Archon#33877,33777Moon,,8,208,Sun May 10 06:06:56 +0000 2020,3536,,,1,False,en,Air France
80,Fri May 22 22:20:14 +0000 2020,1263957872381177856,"Died aged 86 on 23 May 1981 in Cogolin, France, 8 victory French Air Service ace with Spa57, Lieutenant Jean Alfred… https://t.co/6KImsr5VBR",[],https://twitter.com/i/web/status/1263957872381177856,,,,3195245890,Ron Eisele,ron_eisele,"Eastbourne, Sussex, England",19249,483,Wed Apr 22 16:06:46 +0000 2015,50603,,,1,False,en,Air France
81,Fri May 22 22:14:07 +0000 2020,1263956331305799680,What do you think will happen with Air France / KLM? You can read the answer below... https://t.co/FgseJhBLHk,[],https://twitter.com/Schuldensuehner/status/1263712265922109441,,,,1061377760919257088,ElkeWeekGeld.nl,elkeweekgeld,,388,1707,Sat Nov 10 21:59:12 +0000 2018,101,,,0,False,en,Air France
82,Fri May 22 22:00:34 +0000 2020,1263952924587315207,"Hello TFT on AIR
Come to play with us
@TFT @TFT_France @RiotGamesFrance @riotgames
#stream #game… https://t.co/LfsKElcQhw","[{'text': 'stream', 'indices': [83, 90]}, {'text': 'game', 'indices': [91, 96]}]",https://twitter.com/i/web/status/1263952924587315207,,,,1251701078942527488,H4gath4 Official,h4gath4,,34,65,Sun Apr 19 02:36:30 +0000 2020,2,,,1,False,en,Air France
83,Fri May 22 21:45:52 +0000 2020,1263949221188771847,@rayanhshs Rep Air France :(,[],,1263948885149581313,1167527692029386753,rayanhshs,2434059111,DIGITALJULO,iyrtjk6,,82,66,Mon Mar 24 20:23:10 +0000 2014,1803,,,0,False,en,Air France
84,Fri May 22 21:35:01 +0000 2020,1263946494274670593,"While Air France is terminating its A380 fleet, Lufthansa removing it from Frankfurt &amp; Emirates seeking to scrap or… https://t.co/CCPVO2qc8l",[],https://twitter.com/i/web/status/1263946494274670593,,,,188674463,Xentoni,xentoni,"London, England",28353,28171,Thu Sep 09 09:19:00 +0000 2010,2816,,,24,False,en,Air France
85,Fri May 22 21:30:33 +0000 2020,1263945369571987456,@FlyingHighRyan One of the last Air France A380,[],,1263149546432946176,1375691767,FlyingHighRyan,1255665722,David Taylor,DavidTa78066960,,5,107,Sat Mar 09 23:56:48 +0000 2013,439,,,0,False,en,Air France
86,Fri May 22 21:15:13 +0000 2020,1263941508610187264,"@CaffeineAndHate They sell tin cans of air in France. It's called ""Air de Paris"". I have one. My favorite part is t… https://t.co/zsG0vUnAeL",[],https://twitter.com/i/web/status/1263941508610187264,1263940024434900993,127104824,CaffeineAndHate,195138171,Susy Htoon Tin,SusyHtoonTin,,1381,3513,Sat Sep 25 22:34:43 +0000 2010,9206,,,1,False,en,Air France
87,Fri May 22 21:13:53 +0000 2020,1263941175758802945,"22nd May 1940 Battle of France Air loses:

British= 18 aircraft &amp; 15 personnel
French= 14 aircraft &amp; 22 personnel
B… https://t.co/iz36YFLW0C",[],https://twitter.com/i/web/status/1263941175758802945,,,,1155101208106942464,Jacob The Pilot,Jacob_The_Pilot,"Leeds, Yorkshire 😎",2741,232,Sat Jul 27 13:02:43 +0000 2019,26532,,United Kingdom,4,False,en,Air France
88,Fri May 22 21:11:02 +0000 2020,1263940458935279616,@Laeeq_Durrani @Natsecjeff A similar incident occured in 2008 (2009?) With Air france 447 when the plane crashed wi… https://t.co/H1JwlG0Jtn,[],https://twitter.com/i/web/status/1263940458935279616,1263893552410628096,4763932162,Laeeq_Durrani,1241711165916372992,Eestuwie Greepheen,GreepheenEestuw,Quahog,3,48,Sun Mar 22 12:59:59 +0000 2020,140,,,0,False,en,Air France
89,Fri May 22 21:05:39 +0000 2020,1263939103923548169,This situation was unacceptable to the British &amp; French along with Nassers growing alignment to the USSR. Britain &amp;… https://t.co/kMcuJzODoh,[],https://twitter.com/i/web/status/1263939103923548169,1263939101776101376,1090251190749851648,air_intel,1090251190749851648,Intel Air & Sea,air_intel,United Kingdom / South Africa,23718,888,Tue Jan 29 14:11:54 +0000 2019,22799,,,0,False,en,Air France
90,Fri May 22 20:59:47 +0000 2020,1263937626450649088,@dubash @SheshaSifting @NomadicIndian2 @asc89 @FrankBullit67 @ebongbhodrolok @karolkarpinski @omarali50… https://t.co/kgx96fv4lO,[],https://twitter.com/i/web/status/1263937626450649088,1263936514267938816,21241905,dubash,914927933378236416,Burnt-Out Case,BurntOutCase,,1084,1346,Mon Oct 02 18:59:52 +0000 2017,47315,,,0,False,en,Air France
91,Fri May 22 20:54:10 +0000 2020,1263936212341010433,🇲🇦🇫🇷The #Moroccan government has signed an export loan agreement with #France’s #BNP #Paribas for the acquisition o… https://t.co/HGMSzJQzNo,"[{'text': 'Moroccan', 'indices': [8, 17]}, {'text': 'France', 'indices': [70, 77]}, {'text': 'BNP', 'indices': [80, 84]}, {'text': 'Paribas', 'indices': [85, 93]}]",https://twitter.com/i/web/status/1263936212341010433,,,,1249534782754697221,Turkish Defence Agency,TDAuniversal,,29,8,Mon Apr 13 03:08:11 +0000 2020,553,,,0,False,en,Air France
92,Fri May 22 20:45:28 +0000 2020,1263934023186948104,why is everyone catching the baby disease is that in the air too? i don’t want it,[],,,,,766146644962344961,Thanos with a Haitian accent,france_arnelle,Mars,80,116,Thu Aug 18 05:36:09 +0000 2016,7592,,,0,False,en,Air France
93,Fri May 22 20:41:25 +0000 2020,1263933004675768320,@lukehellier Bingo. Make sure you check for the flights via AF/KLM before transferring those miles. Finding dates t… https://t.co/6zB4PUJm4o,[],https://twitter.com/i/web/status/1263933004675768320,1263932515607285761,19658813,lukehellier,128360328,Kyle Potter,kpottermn,"Minnesota, USA",5359,2034,Wed Mar 31 22:22:30 +0000 2010,1558,,,0,False,en,Air France
94,Fri May 22 20:41:22 +0000 2020,1263932990826127360,"@cat_voltaire @AndrewRosindell @pritipatel Ditto, so it's all hot air without any substance, as with the original M… https://t.co/aaF1QrnFq2",[],https://twitter.com/i/web/status/1263932990826127360,1263929937867784193,1041005229095956480,cat_voltaire,2293630933,GJPowell,TheVietGwent,"Wales, United Kingdom",1892,2663,Thu Jan 16 01:12:16 +0000 2014,34729,,,0,False,en,Air France
95,Fri May 22 20:36:32 +0000 2020,1263931773425246212,"The exact same nonstop Delta flights from Minneapolis to Honolulu next winter, booked four different ways
-Cash: $9… https://t.co/bZffqDYyF3",[],https://twitter.com/i/web/status/1263931773425246212,,,,128360328,Kyle Potter,kpottermn,"Minnesota, USA",5359,2034,Wed Mar 31 22:22:30 +0000 2010,1558,,,1,False,en,Air France
96,Fri May 22 20:33:15 +0000 2020,1263930949458259968,Our new Pom Pom series are so cute!!!! Tassels are easy to maintain if you use steamer or spray water and use forks… https://t.co/DgyCLOldSs,[],https://twitter.com/i/web/status/1263930949458259968,,,,137883491,SandBySayaNewYork,SandBySaya,New York,190,192,Wed Apr 28 01:36:50 +0000 2010,7,,,0,False,en,Air France
97,Fri May 22 20:29:46 +0000 2020,1263930071275929607,@asc89 @ebongbhodrolok @SheshaSifting @karolkarpinski @dubash @omarali50 @randomvichar @NomadicIndian2 @kaeshour… https://t.co/6q2JKIPARd,[],https://twitter.com/i/web/status/1263930071275929607,1263929649987371008,15117860,asc89,914927933378236416,Burnt-Out Case,BurntOutCase,,1084,1346,Mon Oct 02 18:59:52 +0000 2017,47315,,,0,False,en,Air France
98,Fri May 22 20:26:06 +0000 2020,1263929149565083651,"May 25, 2002 - A China Airlines Boeing 747 crashes into the Taiwan Strait 20 minutes after takeoff, killing all 225… https://t.co/xM9TrcqIRt",[],https://twitter.com/i/web/status/1263929149565083651,1263929147195305987,364753037,aj_raja,364753037,as if,aj_raja,Rawalpindi,1074,2099,Tue Aug 30 08:29:35 +0000 2011,8449,,,2,False,en,Air France
99,Fri May 22 20:26:06 +0000 2020,1263929147195305987,"July 25, 2000 - The Air France Concorde, crashes into a Paris hotel shortly after takeoff, killing 113 (all 109 abo… https://t.co/AgSY0e1R6k",[],https://twitter.com/i/web/status/1263929147195305987,1263929144775258113,364753037,aj_raja,364753037,as if,aj_raja,Rawalpindi,1074,2099,Tue Aug 30 08:29:35 +0000 2011,8449,,,2,False,en,Air France
100,Fri May 22 20:10:09 +0000 2020,1263925133317734403,One bullet through the dinghy. Job done. Best case scenario is the cartoon fart sound as the escaping air propels t… https://t.co/tEDaBE6prK,[],https://twitter.com/i/web/status/1263925133317734403,,,,275608643,Tim Lowin,timlowin,"Long Eaton, Nottingham",152,295,Fri Apr 01 16:38:23 +0000 2011,4879,,,0,False,en,Air France
101,Fri May 22 20:03:05 +0000 2020,1263923356577005568,@13LionelMapoe14 Pls come home my guy. The air is to thin in France. Die lig daar beinvloed jou redinaasie. Ons is hier bru.,[],,1263905968322162688,368228652,13LionelMapoe14,1119235482,givonvaneyck,GMajor_CEO,"Johannesburg, South Africa",344,857,Fri Jan 25 12:54:07 +0000 2013,556,,,0,False,en,Air France
102,Fri May 22 20:01:41 +0000 2020,1263923005681545216,"Air France just retired its Airbus A380 superjumbo jet, a superjumbo which made its first flight just 15 years ago.… https://t.co/Z4MozFBdD3",[],https://twitter.com/i/web/status/1263923005681545216,,,,562712637,Gilbert Munjoro,GilbertMunjoro,"Harare, Zimbabwe",279,392,Wed Apr 25 05:56:48 +0000 2012,1222,,,0,False,en,Air France
103,Fri May 22 19:50:55 +0000 2020,1263920293506154498,@KateDahls Would you be interested in a chapter that looks at the retreat of the RAF during the Battle of France in… https://t.co/KNsvkK2Cm6,[],https://twitter.com/i/web/status/1263920293506154498,1263836490376847361,20987733,KateDahls,925069163961503745,Matthew Powell,tac_air_power,"Sleaford, Lincs",279,224,Mon Oct 30 18:37:30 +0000 2017,1478,,,0,False,en,Air France
104,Fri May 22 19:50:16 +0000 2020,1263920132922970113,"An Air France #777 waiting on stand at Charles de Gaulle Airport in Paris.  Photo taken whilst en route to Abidjan,… https://t.co/uvMuWHbdRR",[],https://twitter.com/i/web/status/1263920132922970113,,,,1145942223802052608,travelling_with_ed,EdTravelling,"City of London, London",10,42,Tue Jul 02 06:28:11 +0000 2019,38,,,1,False,en,Air France
105,Fri May 22 19:43:04 +0000 2020,1263918321273114626,@drnjshelton @trishgreenhalgh Someone last night acted out their job as a steward for Air France doing the safety w… https://t.co/mTiMd7JgCp,[],https://twitter.com/i/web/status/1263918321273114626,1263910225783988224,323951807,drnjshelton,45499867,Peter Ramsden,peterramsden2,"Clapton/London, Freissinieres",906,1008,Mon Jun 08 04:29:09 +0000 2009,5453,,,0,False,en,Air France
106,Fri May 22 19:40:56 +0000 2020,1263917784414724097,@Lawontomyself 100%. It was air. Each game was won by various individual performances. Overall it was a bottom Fran… https://t.co/1tLR2NpN2Z,[],https://twitter.com/i/web/status/1263917784414724097,1263913253551423492,1250824170142945280,Lawontomyself,412054227,Holy Wolf,kenp4ch1,"London, England",599,393,Mon Nov 14 06:29:17 +0000 2011,9181,,,0,False,en,Air France
107,Fri May 22 19:36:30 +0000 2020,1263916665185632258,"Aircraft and labor are savings targets as airlines strive to stay alive

https://t.co/gTrdBsVOub",[],https://hubs.ly/H0qMQ7q0,,,,1191775711075409925,FreightWaves Air,FW_Air,,394,8,Tue Nov 05 17:54:12 +0000 2019,0,,,2,False,en,Air France
108,Fri May 22 19:36:05 +0000 2020,1263916560214822912,@dirtemperor Yeah I get you on that! I'm about that on most apart from Sweden France Italy and China  air on the ot… https://t.co/LYHMNuH09N,[],https://twitter.com/i/web/status/1263916560214822912,1263916157737693189,953044985816870912,dirtemperor,917701834382462976,💀💖dyke-fiend💖💀,Maplespicefaye,pizza hut in the garage,86,201,Tue Oct 10 10:42:22 +0000 2017,26876,,,0,False,en,Air France
109,Fri May 22 19:28:31 +0000 2020,1263914658462924802,"It stops, for now, international agreements which were underway between low-risk countries - but the government has… https://t.co/jKogpIFsgh",[],https://twitter.com/i/web/status/1263914658462924802,1263912835240919042,55832374,robdn,55832374,Rob de Nazar🔶🌿🌈 United Progressives🧡💚❤️💛 👍,robdn,"London, England",5040,5266,Sat Jul 11 13:39:50 +0000 2009,1483,,,0,False,en,Air France
110,Fri May 22 19:20:54 +0000 2020,1263912739140927489,@kenchatz5 Air France has retired their A380 fleet.,[],,1263910117860311040,237442795,kenchatz5,355559845,Dawn,dasojashine,Cape Town,603,457,Mon Aug 15 15:04:50 +0000 2011,1417,,,0,False,en,Air France
111,Fri May 22 19:20:42 +0000 2020,1263912691665682432,"✈️ Piloting AIR FRANCE Airbus A380 | Paris to Tokyo
===================
🎥 WATCH FULL VIDEO 🔛… https://t.co/gvxSpeVLOR",[],https://twitter.com/i/web/status/1263912691665682432,,,,33149259,Just Planes,justplanes,"Boston, MA",16422,72,Sun Apr 19 06:28:45 +0000 2009,8139,,,9,False,en,Air France
112,Fri May 22 19:10:29 +0000 2020,1263910117860311040,@TapiwaMunjoma Air France  A380 lands there as well,[],,1263348259449430016,62512123,TapiwaMunjoma,237442795,anarchy kid,kenchatz5,"Gloucester, England",66,215,Wed Jan 12 21:20:13 +0000 2011,168,,,0,False,en,Air France
113,Fri May 22 19:06:58 +0000 2020,1263909236750327812,"@uncriticalsimon They’re staying with British Airways, even if Air France is retiring then, and most estimates plac… https://t.co/hmxqUus2xj",[],https://twitter.com/i/web/status/1263909236750327812,1263908275650732034,35293835,uncriticalsimon,916394087908913153,Jack ‎🇬🇧🔯,Conservative_JA,United Kingdom,4628,3812,Fri Oct 06 20:05:51 +0000 2017,29492,,,0,False,en,Air France
114,Fri May 22 19:05:43 +0000 2020,1263908919187030017,"#Libya

As warplanes flock to both sides of the conflict, are we heading for an air combat in east and center Libya… https://t.co/nv5Th585TB","[{'text': 'Libya', 'indices': [0, 6]}]",https://twitter.com/i/web/status/1263908919187030017,,,,306661939,Mourad Teyeb,MouradTeyeb,Tunisia - Libya borders,3728,5002,Sat May 28 07:45:40 +0000 2011,9911,,,7,False,en,Air France
115,Fri May 22 19:03:45 +0000 2020,1263908425177628672,"@ukhomeoffice @FCOtravel Just to clarify:  Quarantine is only for air travellers, although it will include travelle… https://t.co/xg58oZm8ZO",[],https://twitter.com/i/web/status/1263908425177628672,1263863223121580032,138037459,ukhomeoffice,138054922,The Man in Seat 61,seatsixtyone,"Quainton, Untied Kingdom",60967,196,Wed Apr 28 14:11:10 +0000 2010,18728,,,3,False,en,Air France
116,Fri May 22 19:00:00 +0000 2020,1263907482965020672,"The airline was due to retire nine A380s from its fleet by 2022, however, the French flag carrier has brought this… https://t.co/0GNNOMk2Ie",[],https://twitter.com/i/web/status/1263907482965020672,,,,330504751,AirlineGeeks,AirlineGeeks,"Washington, DC & Global",42111,887,Wed Jul 06 18:31:29 +0000 2011,15092,,,6,False,en,Air France
117,Fri May 22 18:59:21 +0000 2020,1263907319865376769,3.  It's easy to lose sight of the fact that military aviation was in its infancy in 1918. One of its heroes is Bil… https://t.co/Jl2s8m7yyI,[],https://twitter.com/i/web/status/1263907319865376769,1263892443088502786,1128720706278252544,LookNoFurther4,1128720706278252544,LookNoFurther,LookNoFurther4,Wa,5526,5319,Wed May 15 17:56:01 +0000 2019,1239,,,0,False,en,Air France
118,Fri May 22 18:42:58 +0000 2020,1263903196428173312,"Just this morning I was thinking about how lucky I was to fly on an A380 (Air France, no less) last Fall. Glad I ha… https://t.co/7eNvHwzsNT",[],https://twitter.com/i/web/status/1263903196428173312,,,,27156180,Jackson A Harris,jacksonharris,Arlington VA/Tampa FL,242,158,Sat Mar 28 02:11:13 +0000 2009,1391,,,0,False,en,Air France
119,Fri May 22 18:41:56 +0000 2020,1263902935689441282,"@mel1468 @ChidiNwatu @realDonaldTrump @SpeakerPelosi @SenSchumer Testing is essential

Numbers don't lie

Where the… https://t.co/U447W4gGEo",[],https://twitter.com/i/web/status/1263902935689441282,1263901746981507074,28613583,mel1468,1146055580987076608,TradeOrFade,or_fade,"Manhattan, NY",37,237,Tue Jul 02 13:58:37 +0000 2019,1932,,,0,False,en,Air France
120,Fri May 22 18:38:51 +0000 2020,1263902160577691649,Not surprising that @AirFrance announced the immediate retirement of their @Airbus A380 fleet https://t.co/R6AUlecj11,[],http://disq.us/t/3ovjd0g,,,,475272030,Angela MaGill,AngelaHitachi,"Austin, TX",629,285,Thu Jan 26 21:43:29 +0000 2012,1805,,,0,False,en,Air France
121,Fri May 22 18:34:17 +0000 2020,1263901008909959174,@StandUp4Brexit The #EU is a busted flush. Established for the benefit of Germany and France once the shit hit the… https://t.co/vHkEy5ftn7,"[{'text': 'EU', 'indices': [20, 23]}]",https://twitter.com/i/web/status/1263901008909959174,1263808908696698880,1022452334872457216,StandUp4Brexit,1176454758770585600,James Clark,JamesCl72847215,,76,48,Tue Sep 24 11:14:48 +0000 2019,5535,,,0,False,en,Air France
122,Fri May 22 18:32:26 +0000 2020,1263900546014031874,"Here is the link below to hear my song which will air worldwide in the US, Australia, Canada, Germany, France, Ital… https://t.co/qPXt5lTsDe",[],https://twitter.com/i/web/status/1263900546014031874,,,,701951378399166464,Belle Lundon,BelleLundon,"Houston, TX",645,56,Tue Feb 23 02:07:05 +0000 2016,0,,,0,False,en,Air France
123,Fri May 22 18:29:26 +0000 2020,1263899789957062656,Air France Becomes First Airline To Retire All A380s https://t.co/jkd9L55GLV via @OneMileataTime,[],https://onemileatatime.com/air-france-retiring-a380/,,,,1638758143,Quest Fanning,QuestFanning,"Brooklyn, NY",10408,9880,Thu Aug 01 19:58:20 +0000 2013,53175,,,0,False,en,Air France
124,Fri May 22 18:17:29 +0000 2020,1263896782016090112,"Beware,  according to the FT, UK and US hedge funds bet against Europe stocks deemed vulnerable to the fallout from… https://t.co/27u8ShGVel",[],https://twitter.com/i/web/status/1263896782016090112,,,,1025402277463506945,Marc Roche,MarcRoche18,Londres,1117,450,Fri Aug 03 15:25:28 +0000 2018,648,,,0,False,en,Air France
125,Fri May 22 18:16:16 +0000 2020,1263896476427698176,"@murphmoo @RonReg0807 @pritipatel It is not bullshit at all, it is the simple fact.

Actually they are far better o… https://t.co/F67kUkUYax",[],https://twitter.com/i/web/status/1263896476427698176,1263894259117293570,1071394607173378048,murphmoo,97863902,Rolo Tamasi,Rolo_Tamasi,Views expressed are yours,3319,2883,Sat Dec 19 09:24:50 +0000 2009,30142,,,0,False,en,Air France
126,Fri May 22 18:15:29 +0000 2020,1263896278741725185,@RichardGrenell YOU are a breath of fresh air - THANK YOU - keeping words simple to hear &amp; simple to FOLLOW WE HAVE… https://t.co/UZ7hvBcvA4,[],https://twitter.com/i/web/status/1263896278741725185,,90480218,RichardGrenell,371793453,Private,Computer_bunnie,.,376,483,Sun Sep 11 14:42:23 +0000 2011,30088,,,1,False,en,Air France
127,Fri May 22 18:14:19 +0000 2020,1263895985056604162,"@SanvalNasim @khabeerkhan Because, genius, it takes years to finalise a report. 
Overseas. Air France 447 took 3 ye… https://t.co/K3uGmshGO0",[],https://twitter.com/i/web/status/1263895985056604162,1263829812805873664,1249970811408171008,SanvalNasim,723575286021894145,Segmentata,segmentata,,448,913,Fri Apr 22 18:12:46 +0000 2016,109627,,,0,False,en,Air France
128,Fri May 22 18:12:18 +0000 2020,1263895475712901120,"Could somebody tell this @LifeAtLUMS genuis that it takes **years** to compile the final report.
Air France Flight… https://t.co/PoZH2bg3LQ",[],https://twitter.com/i/web/status/1263895475712901120,,,,723575286021894145,Segmentata,segmentata,,448,913,Fri Apr 22 18:12:46 +0000 2016,109627,,,0,False,en,Air France
129,Fri May 22 18:06:51 +0000 2020,1263894107828686856,"#Businessclass on short and mid-haul flights is not really worth it when flying most European #airlines, and that i… https://t.co/n8pbK5gATZ","[{'text': 'Businessclass', 'indices': [0, 14]}, {'text': 'airlines', 'indices': [94, 103]}]",https://twitter.com/i/web/status/1263894107828686856,,,,1217811877268525056,Paliparan,PaliparanDotCom,"Longford TW6, United Kingdom",14,120,Thu Jan 16 14:12:38 +0000 2020,0,,,0,False,en,Air France
130,Fri May 22 17:58:41 +0000 2020,1263892051315363841,"@seanfromenderby This is a blanket ban Sean
 My bet is over the next few weeks we will do air corridor deals with G… https://t.co/EwmLbF8Bq1",[],https://twitter.com/i/web/status/1263892051315363841,1263891472832696320,1387084616,seanfromenderby,2569314471,roman,tujeshynroman,"North West, England",505,2487,Wed May 28 17:14:40 +0000 2014,24988,,,0,False,en,Air France
131,Fri May 22 17:56:00 +0000 2020,1263891374002274305,"""Hopes were raised when the French finance minister, Bruno Le Maire, said Air France would have to become “the gree… https://t.co/HVkrZ5gTq0",[],https://twitter.com/i/web/status/1263891374002274305,,,,19752391,JoAnna Haugen,joanna_haugen,"Kyiv, Ukraine",6843,485,Fri Jan 30 03:38:59 +0000 2009,28,,,0,False,en,Air France
132,Fri May 22 17:47:25 +0000 2020,1263889213654798344,"@RealestAhole @Breeezy45 This plane was not flying....  it was falling... 
Reminds me of flight Air France 447  🤔🐱
@AldoSterone111",[],,1263888065719926784,1585979576,RealestAhole,2231959291,"Stéphane - Soetorogate ""by the book"" 🇫🇷 & 🇨🇦",DrStefool,"ON, Canada -  ",4779,4803,Thu Dec 05 19:56:47 +0000 2013,261521,,,0,False,en,Air France
133,Fri May 22 17:36:47 +0000 2020,1263886540083691522,"@back2babylon5 @alexriesart Rafale and Typhoon are a special case. France was originally a member of Eurofighter, b… https://t.co/5m9qj6ONEs",[],https://twitter.com/i/web/status/1263886540083691522,1263810367463075841,918982830478290944,back2babylon5,1266914226,Tim McGaha,McGahaTim,North Texas,84,159,Thu Mar 14 12:14:56 +0000 2013,8016,,,0,False,en,Air France
134,Fri May 22 17:23:00 +0000 2020,1263883069389332480,An Air France A350 landing in Paris. https://t.co/MNkvjx7igr © Luke Bratcher https://t.co/v3yjKinxDs,[],https://www.jetphotos.com/photo/9724946,,,,104644955,JetPhotos,JetPhotos,Airports Everywhere,68137,140,Wed Jan 13 23:40:27 +0000 2010,747,,,65,False,en,Air France
135,Fri May 22 17:14:05 +0000 2020,1263880826946752512,@SarahJa28484793 @afneil How many guests would be allowed at a wedding? Not answered . Is it realistic to expect sc… https://t.co/xiS7o2Cw34,[],https://twitter.com/i/web/status/1263880826946752512,1263877394429083649,1252550973546991616,SarahJa28484793,51886093,Tracy Harrison,bobbithejrt,"Peloponnisos, Greece",95,487,Sun Jun 28 23:46:21 +0000 2009,3000,,,0,False,en,Air France
